日期,学生ID,消费类型,消费金额,支付方式
2026-05-17,S092,超市,51.83,微信
2026-05-17,S074,打印复印,2.17,支付宝
2026-05-18,S043,食堂,14.95,支付宝
2026-05-18,S017,体育健身,28.38,校园卡
2026-05-18,S077,食堂,19.10,微信
2026-05-18,S073,超市,63.62,微信
2026-05-18,S091,食堂,37.51,校园卡
2026-05-18,S069,食堂,19.65,支付宝
2026-05-18,S107,食堂,14.65,微信
2026-05-18,S096,食堂,18.06,校园卡
2026-05-18,S057,食堂,11.60,支付宝
2026-05-18,S109,食堂,15.30,微信
2026-05-18,S064,食堂,26.88,支付宝
2026-05-18,S103,食堂,22.48,微信
2026-05-18,S076,饮料,8.25,微信
2026-05-18,S071,食堂,12.50,校园卡
2026-05-18,S033,饮料,4.39,支付宝
2026-05-18,S077,食堂,11.88,支付宝
2026-05-18,S104,食堂,27.14,微信
2026-05-18,S003,食堂,22.80,微信
2026-05-19,S038,食堂,11.62,校园卡
2026-05-19,S086,食堂,13.05,微信
2026-05-19,S010,超市,18.24,支付宝
2026-05-19,S056,食堂,8.71,校园卡
2026-05-19,S033,水果店,13.44,支付宝
2026-05-19,S043,校园交通,3.09,支付宝
2026-05-19,S049,食堂,9.42,支付宝
2026-05-19,S021,食堂,23.28,银行卡
2026-05-19,S042,水果店,21.97,微信
2026-05-19,S036,食堂,21.52,微信
2026-05-19,S003,超市,27.98,校园卡
2026-05-19,S120,校园交通,3.59,微信
2026-05-19,S062,食堂,14.19,校园卡
2026-05-19,S101,图书文具,29.69,校园卡
2026-05-19,S036,饮料,3.62,微信
2026-05-19,S076,食堂,13.91,微信
2026-05-19,S037,食堂,14.05,校园卡
2026-05-19,S042,饮料,15.74,微信
2026-05-19,S049,体育健身,24.10,微信
2026-05-19,S003,超市,45.62,银行卡
2026-05-20,S099,饮料,12.60,校园卡
2026-05-20,S049,打印复印,3.94,支付宝
2026-05-20,S011,超市,26.89,支付宝
2026-05-20,S067,食堂,13.00,校园卡
2026-05-20,S078,食堂,22.40,支付宝
2026-05-20,S108,食堂,15.48,校园卡
2026-05-20,S073,超市,13.10,微信
2026-05-20,S014,食堂,27.17,微信
2026-05-20,S115,饮料,7.08,校园卡
2026-05-20,S094,校园交通,1.93,校园卡
2026-05-20,S120,食堂,16.16,微信
2026-05-20,S033,食堂,10.68,校园卡
2026-05-20,S008,食堂,23.41,微信
2026-05-20,S056,饮料,4.76,校园卡
2026-05-20,S018,食堂,21.12,校园卡
2026-05-20,S059,食堂,20.46,校园卡
2026-05-20,S001,食堂,7.82,微信
2026-05-20,S049,食堂,14.31,校园卡
2026-05-21,S064,图书文具,5.26,支付宝
2026-05-21,S003,超市,38.98,微信
2026-05-21,S007,食堂,13.59,微信
2026-05-21,S088,饮料,6.34,校园卡
2026-05-21,S017,食堂,19.43,银行卡
2026-05-21,S097,食堂,22.41,校园卡
2026-05-21,S098,校园交通,4.23,微信
2026-05-21,S078,图书文具,42.63,微信
2026-05-21,S013,超市,35.15,支付宝
2026-05-21,S047,食堂,9.71,微信
2026-05-21,S088,超市,23.85,支付宝
2026-05-21,S076,食堂,10.69,校园卡
2026-05-21,S054,打印复印,3.30,微信
2026-05-21,S073,水果店,13.00,校园卡
2026-05-21,S066,打印复印,1.73,支付宝
2026-05-21,S064,食堂,16.22,校园卡
2026-05-21,S080,食堂,12.25,校园卡
2026-05-21,S021,图书文具,26.46,微信
2026-05-21,S011,超市,36.86,校园卡
2026-05-21,S106,食堂,13.02,支付宝
2026-05-22,S007,超市,23.59,微信
2026-05-22,S024,超市,40.22,校园卡
2026-05-22,S060,超市,36.09,微信
2026-05-22,S110,图书文具,34.87,微信
2026-05-22,S042,超市,60.82,微信
2026-05-22,S087,食堂,15.92,校园卡
2026-05-22,S065,水果店,17.80,微信
2026-05-22,S011,打印复印,9.16,校园卡
2026-05-22,S064,食堂,24.35,支付宝
2026-05-22,S037,食堂,19.16,校园卡
2026-05-22,S031,食堂,26.85,校园卡
2026-05-22,S104,食堂,20.91,微信
2026-05-22,S068,图书文具,3.00,微信
2026-05-22,S004,超市,23.40,校园卡
2026-05-22,S098,食堂,7.91,微信
2026-05-22,S039,食堂,18.43,校园卡
2026-05-23,S063,超市,25.28,微信
2026-05-23,S098,超市,6.00,微信
2026-05-23,S057,超市,31.63,支付宝
2026-05-23,S006,校园交通,3.33,校园卡
2026-05-23,S101,饮料,7.98,微信
2026-05-23,S021,水果店,23.02,支付宝
2026-05-23,S003,超市,47.35,微信
2026-05-23,S058,图书文具,46.87,支付宝
2026-05-23,S101,水果店,16.82,微信
2026-05-23,S074,食堂,17.76,支付宝
2026-05-24,S081,食堂,15.38,微信
2026-05-24,S086,超市,15.66,微信
2026-05-24,S054,体育健身,20.41,银行卡
2026-05-24,S058,食堂,20.19,校园卡
2026-05-24,S037,水果店,18.92,校园卡
2026-05-24,S072,图书文具,20.99,微信
2026-05-24,S097,图书文具,35.81,支付宝
2026-05-24,S047,校园交通,1.00,校园卡
2026-05-24,S047,水果店,25.83,微信
2026-05-24,S035,体育健身,69.04,支付宝
2026-05-24,S053,图书文具,3.00,银行卡
2026-05-25,S107,图书文具,38.82,校园卡
2026-05-25,S103,食堂,10.02,校园卡
2026-05-25,S012,食堂,13.17,校园卡
2026-05-25,S103,水果店,8.71,支付宝
2026-05-25,S037,体育健身,50.80,微信
2026-05-25,S094,体育健身,35.48,微信
2026-05-25,S037,食堂,16.06,校园卡
2026-05-25,S047,食堂,23.81,校园卡
2026-05-25,S051,饮料,9.63,支付宝
2026-05-25,S077,食堂,21.65,支付宝
2026-05-25,S003,超市,6.00,校园卡
2026-05-25,S071,食堂,5.00,校园卡
2026-05-25,S040,饮料,4.14,微信
2026-05-25,S042,打印复印,8.76,校园卡
2026-05-25,S080,食堂,9.46,校园卡
2026-05-25,S097,食堂,7.86,校园卡
2026-05-25,S114,食堂,10.85,微信
2026-05-25,S096,食堂,15.28,微信
2026-05-26,S023,食堂,27.46,支付宝
2026-05-26,S022,食堂,13.06,支付宝
2026-05-26,S008,食堂,15.79,支付宝
2026-05-26,S119,食堂,18.79,微信
2026-05-26,S003,食堂,13.69,微信
2026-05-26,S101,饮料,6.41,校园卡
2026-05-26,S075,食堂,7.04,微信
2026-05-26,S095,超市,47.27,微信
2026-05-26,S068,饮料,8.28,微信
2026-05-26,S012,打印复印,3.37,微信
2026-05-26,S066,水果店,11.64,校园卡
2026-05-26,S003,食堂,22.23,微信
2026-05-26,S013,食堂,14.67,校园卡
2026-05-26,S076,图书文具,38.95,校园卡
2026-05-26,S107,水果店,12.80,支付宝
2026-05-26,S021,水果店,26.75,微信
2026-05-26,S076,超市,33.37,微信
2026-05-27,S037,超市,32.08,微信
2026-05-27,S071,食堂,16.35,微信
2026-05-27,S082,食堂,15.61,银行卡
2026-05-27,S093,水果店,16.19,支付宝
2026-05-27,S101,食堂,8.57,校园卡
2026-05-27,S092,图书文具,58.55,支付宝
2026-05-27,S003,图书文具,12.70,微信
2026-05-27,S064,饮料,6.47,支付宝
2026-05-27,S016,水果店,20.86,微信
2026-05-27,S048,饮料,15.02,校园卡
2026-05-27,S092,水果店,16.15,校园卡
2026-05-27,S029,图书文具,27.40,微信
2026-05-27,S047,食堂,7.66,校园卡
2026-05-27,S009,食堂,17.33,微信
2026-05-27,S074,打印复印,5.55,支付宝
2026-05-27,S109,饮料,2.48,校园卡
2026-05-27,S053,校园交通,3.46,微信
2026-05-27,S025,超市,46.22,校园卡
2026-05-27,S113,食堂,22.10,支付宝
2026-05-27,S090,体育健身,86.15,微信
2026-05-28,S042,打印复印,10.44,微信
2026-05-28,S116,水果店,24.35,支付宝
2026-05-28,S011,食堂,20.96,微信
2026-05-28,S047,食堂,21.23,微信
2026-05-28,S092,超市,26.79,微信
2026-05-28,S043,图书文具,8.36,支付宝
2026-05-28,S083,校园交通,3.30,支付宝
2026-05-28,S077,食堂,21.00,校园卡
2026-05-28,S023,食堂,14.15,校园卡
2026-05-28,S099,超市,13.06,微信
2026-05-28,S100,食堂,8.56,支付宝
2026-05-28,S071,食堂,17.30,微信
2026-05-28,S021,食堂,15.39,微信
2026-05-28,S007,图书文具,3.00,校园卡
2026-05-28,S104,食堂,22.28,校园卡
2026-05-28,S045,打印复印,5.86,微信
2026-05-28,S028,食堂,9.31,微信
2026-05-28,S047,水果店,27.87,微信
2026-05-29,S061,食堂,13.19,微信
2026-05-29,S056,打印复印,4.02,校园卡
2026-05-29,S117,校园交通,2.52,微信
2026-05-29,S083,食堂,13.36,支付宝
2026-05-29,S053,食堂,7.89,微信
2026-05-29,S103,饮料,6.91,微信
2026-05-29,S036,超市,6.00,微信
2026-05-29,S036,食堂,33.14,校园卡
2026-05-29,S092,饮料,5.87,微信
2026-05-29,S080,食堂,6.50,校园卡
2026-05-29,S109,水果店,20.12,微信
2026-05-29,S095,水果店,20.21,支付宝
2026-05-29,S007,食堂,14.67,校园卡
2026-05-29,S119,超市,22.88,支付宝
2026-05-29,S024,食堂,12.92,校园卡
2026-05-29,S095,超市,39.46,微信
2026-05-29,S061,食堂,9.63,微信
2026-05-30,S011,超市,27.85,支付宝
2026-05-30,S034,食堂,20.39,校园卡
2026-05-30,S026,食堂,17.37,校园卡
2026-05-30,S057,食堂,14.79,微信
2026-05-30,S088,食堂,6.27,支付宝
2026-05-30,S071,水果店,20.60,校园卡
2026-05-30,S003,超市,41.69,支付宝
2026-05-30,S009,食堂,9.63,校园卡
2026-05-30,S012,校园交通,4.63,校园卡
2026-05-30,S099,超市,27.07,微信
2026-05-31,S093,超市,74.71,微信
2026-05-31,S107,超市,34.00,支付宝
2026-05-31,S015,图书文具,19.58,微信
2026-05-31,S010,校园交通,1.57,微信
2026-05-31,S002,超市,40.90,支付宝
2026-05-31,S008,超市,51.70,微信
2026-05-31,S054,打印复印,1.63,支付宝
2026-05-31,S003,校园交通,5.31,校园卡
2026-05-31,S082,水果店,23.19,校园卡
2026-05-31,S041,图书文具,3.00,校园卡
2026-05-31,S067,食堂,10.92,校园卡
2026-06-01,S073,图书文具,21.05,支付宝
2026-06-01,S023,食堂,6.67,校园卡
2026-06-01,S002,超市,33.48,微信
2026-06-01,S025,食堂,29.84,校园卡
2026-06-01,S025,图书文具,37.28,微信
2026-06-01,S060,食堂,11.00,微信
2026-06-01,S022,饮料,5.57,微信
2026-06-01,S089,校园交通,3.36,校园卡
2026-06-01,S083,水果店,24.55,微信
2026-06-01,S101,食堂,15.15,微信
2026-06-01,S028,食堂,10.77,支付宝
2026-06-01,S081,食堂,19.68,校园卡
2026-06-01,S003,图书文具,30.48,微信
2026-06-01,S096,饮料,8.32,支付宝
2026-06-01,S052,食堂,24.77,校园卡
2026-06-01,S049,图书文具,34.83,支付宝
2026-06-01,S073,食堂,10.07,校园卡
2026-06-01,S093,水果店,25.23,校园卡
2026-06-02,S015,超市,26.26,校园卡
2026-06-02,S114,打印复印,4.38,微信
2026-06-02,S008,饮料,13.07,支付宝
2026-06-02,S045,体育健身,29.70,支付宝
2026-06-02,S109,食堂,10.86,微信
2026-06-02,S055,食堂,12.75,支付宝
2026-06-02,S048,饮料,2.00,支付宝
2026-06-02,S071,饮料,8.67,支付宝
2026-06-02,S012,饮料,8.74,校园卡
2026-06-02,S058,图书文具,46.78,支付宝
2026-06-02,S045,食堂,12.55,校园卡
2026-06-02,S084,水果店,4.00,校园卡
2026-06-02,S082,图书文具,7.36,银行卡
2026-06-02,S049,食堂,12.61,校园卡
2026-06-02,S054,食堂,12.49,支付宝
2026-06-02,S073,校园交通,4.43,微信
2026-06-02,S082,超市,11.63,微信
2026-06-02,S016,食堂,13.41,支付宝
2026-06-02,S006,食堂,8.92,微信
2026-06-02,S039,食堂,15.30,微信
2026-06-03,S037,食堂,14.74,微信
2026-06-03,S039,食堂,13.81,支付宝
2026-06-03,S062,打印复印,0.91,微信
2026-06-03,S055,水果店,23.85,支付宝
2026-06-03,S099,饮料,9.71,校园卡
2026-06-03,S092,食堂,21.94,校园卡
2026-06-03,S017,食堂,15.35,支付宝
2026-06-03,S010,水果店,21.27,校园卡
2026-06-03,S044,食堂,21.83,校园卡
2026-06-03,S005,水果店,11.61,微信
2026-06-03,S051,打印复印,3.33,支付宝
2026-06-03,S016,食堂,18.23,支付宝
2026-06-03,S049,食堂,10.48,校园卡
2026-06-03,S110,超市,49.12,支付宝
2026-06-03,S017,水果店,22.25,微信
2026-06-03,S016,体育健身,43.81,微信
2026-06-03,S055,食堂,12.55,微信
2026-06-04,S077,图书文具,17.84,微信
2026-06-04,S071,饮料,7.35,微信
2026-06-04,S029,食堂,9.48,微信
2026-06-04,S076,食堂,12.14,微信
2026-06-04,S101,超市,55.94,微信
2026-06-04,S024,超市,43.89,校园卡
2026-06-04,S083,水果店,31.38,支付宝
2026-06-04,S069,图书文具,37.89,微信
2026-06-04,S100,食堂,5.24,微信
2026-06-04,S100,图书文具,22.17,微信
2026-06-04,S055,打印复印,3.71,校园卡
2026-06-04,S006,食堂,17.74,微信
2026-06-04,S075,食堂,18.90,微信
2026-06-04,S002,打印复印,3.59,微信
2026-06-04,S095,水果店,16.15,校园卡
2026-06-04,S035,校园交通,5.51,银行卡
2026-06-04,S114,超市,6.00,校园卡
2026-06-04,S109,图书文具,18.88,微信
2026-06-04,S041,校园交通,1.00,微信
2026-06-05,S092,食堂,15.36,校园卡
2026-06-05,S113,食堂,11.88,支付宝
2026-06-05,S077,超市,52.35,银行卡
2026-06-05,S109,食堂,13.30,校园卡
2026-06-05,S105,食堂,14.01,校园卡
2026-06-05,S021,食堂,18.19,微信
2026-06-05,S033,食堂,14.20,微信
2026-06-05,S111,食堂,15.85,校园卡
2026-06-05,S084,打印复印,11.94,微信
2026-06-05,S106,超市,42.53,微信
2026-06-05,S096,水果店,24.27,支付宝
2026-06-05,S064,食堂,16.28,微信
2026-06-05,S039,图书文具,67.30,微信
2026-06-05,S065,图书文具,48.44,微信
2026-06-05,S071,打印复印,0.50,微信
2026-06-05,S064,食堂,25.61,校园卡
2026-06-05,S097,食堂,16.39,校园卡
2026-06-05,S087,食堂,13.65,校园卡
2026-06-05,S060,食堂,19.15,微信
2026-06-06,S071,饮料,2.09,微信
2026-06-06,S046,体育健身,91.65,银行卡
2026-06-06,S028,水果店,25.71,微信
2026-06-06,S104,水果店,25.43,校园卡
2026-06-06,S096,超市,45.64,银行卡
2026-06-06,S057,食堂,14.08,校园卡
2026-06-06,S107,超市,27.73,校园卡
2026-06-06,S043,体育健身,109.94,支付宝
2026-06-06,S103,图书文具,57.14,银行卡
2026-06-06,S107,超市,29.74,支付宝
2026-06-06,S008,饮料,10.16,支付宝
2026-06-07,S090,食堂,25.83,校园卡
2026-06-07,S072,图书文具,19.04,支付宝
2026-06-07,S089,水果店,27.76,银行卡
2026-06-07,S023,水果店,33.13,校园卡
2026-06-07,S074,超市,31.56,支付宝
2026-06-07,S044,超市,30.39,支付宝
2026-06-07,S103,超市,28.38,微信
2026-06-07,S009,图书文具,49.30,微信
2026-06-07,S002,水果店,27.02,银行卡
2026-06-07,S112,食堂,23.41,微信
2026-06-08,S009,图书文具,35.26,支付宝
2026-06-08,S084,打印复印,9.59,校园卡
2026-06-08,S028,图书文具,43.08,微信
2026-06-08,S031,校园交通,5.01,校园卡
2026-06-08,S105,食堂,12.36,微信
2026-06-08,S012,图书文具,3.00,微信
2026-06-08,S021,图书文具,10.79,微信
2026-06-08,S030,食堂,18.51,支付宝
2026-06-08,S074,食堂,16.71,支付宝
2026-06-08,S080,食堂,18.67,微信
2026-06-08,S090,饮料,2.37,微信
2026-06-08,S051,图书文具,50.08,微信
2026-06-08,S062,超市,41.33,支付宝
2026-06-08,S034,超市,18.37,微信
2026-06-08,S091,食堂,8.60,微信
2026-06-08,S073,食堂,14.92,微信
2026-06-08,S103,食堂,15.47,微信
2026-06-08,S067,饮料,5.18,校园卡
2026-06-08,S107,食堂,17.21,支付宝
2026-06-09,S105,食堂,11.30,校园卡
2026-06-09,S097,打印复印,8.61,支付宝
2026-06-09,S011,食堂,18.54,微信
2026-06-09,S078,校园交通,1.22,支付宝
2026-06-09,S088,图书文具,24.91,银行卡
2026-06-09,S013,图书文具,11.13,微信
2026-06-09,S069,超市,58.30,微信
2026-06-09,S082,食堂,14.84,微信
2026-06-09,S119,食堂,18.41,银行卡
2026-06-09,S037,食堂,7.51,微信
2026-06-09,S052,食堂,18.80,校园卡
2026-06-09,S089,食堂,14.63,校园卡
2026-06-09,S043,超市,28.82,微信
2026-06-09,S036,食堂,18.38,微信
2026-06-09,S073,校园交通,3.78,微信
2026-06-09,S037,食堂,13.93,支付宝
2026-06-09,S018,食堂,32.22,支付宝
2026-06-09,S082,校园交通,3.43,支付宝
2026-06-10,S037,超市,10.84,微信
2026-06-10,S054,图书文具,21.76,支付宝
2026-06-10,S084,食堂,22.75,校园卡
2026-06-10,S040,超市,31.13,微信
2026-06-10,S111,图书文具,27.02,微信
2026-06-10,S107,图书文具,34.01,校园卡
2026-06-10,S099,食堂,19.97,微信
2026-06-10,S007,食堂,8.83,支付宝
2026-06-10,S112,图书文具,3.00,微信
2026-06-10,S021,水果店,20.88,微信
2026-06-10,S039,食堂,19.41,校园卡
2026-06-10,S072,体育健身,8.00,微信
2026-06-10,S042,食堂,32.95,校园卡
2026-06-10,S006,食堂,17.71,校园卡
2026-06-10,S027,食堂,11.34,微信
2026-06-10,S080,图书文具,33.85,支付宝
2026-06-10,S033,食堂,5.00,支付宝
2026-06-10,S051,超市,45.54,支付宝
2026-06-10,S099,水果店,21.75,校园卡
2026-06-11,S037,超市,23.31,微信
2026-06-11,S015,食堂,18.63,微信
2026-06-11,S083,超市,43.77,微信
2026-06-11,S022,打印复印,7.24,支付宝
2026-06-11,S083,食堂,25.52,支付宝
2026-06-11,S021,超市,33.53,微信
2026-06-11,S043,食堂,18.89,微信
2026-06-11,S103,超市,30.75,支付宝
2026-06-11,S100,图书文具,45.99,微信
2026-06-11,S073,超市,44.22,微信
2026-06-11,S058,食堂,18.72,支付宝
2026-06-11,S044,饮料,7.19,支付宝
2026-06-11,S087,食堂,25.94,微信
2026-06-11,S118,水果店,23.90,支付宝
2026-06-11,S016,图书文具,40.45,支付宝
2026-06-11,S102,打印复印,6.17,校园卡
2026-06-11,S103,水果店,22.34,支付宝
2026-06-11,S108,食堂,17.53,支付宝
2026-06-12,S027,食堂,9.82,支付宝
2026-06-12,S093,饮料,16.67,微信
2026-06-12,S015,打印复印,2.49,支付宝
2026-06-12,S063,食堂,13.63,微信
2026-06-12,S062,食堂,15.28,支付宝
2026-06-12,S044,打印复印,3.27,银行卡
2026-06-12,S104,食堂,22.52,支付宝
2026-06-12,S092,水果店,25.04,微信
2026-06-12,S041,食堂,12.38,校园卡
2026-06-12,S093,食堂,29.78,校园卡
2026-06-12,S052,图书文具,24.32,支付宝
2026-06-12,S041,食堂,13.70,银行卡
2026-06-12,S109,超市,20.38,校园卡
2026-06-12,S006,食堂,14.79,微信
2026-06-12,S046,图书文具,30.67,微信
2026-06-12,S118,食堂,8.88,校园卡
2026-06-12,S110,水果店,18.26,支付宝
2026-06-12,S085,食堂,12.01,微信
2026-06-13,S100,图书文具,29.35,微信
2026-06-13,S023,超市,42.90,校园卡
2026-06-13,S060,水果店,13.72,银行卡
2026-06-13,S057,食堂,22.33,支付宝
2026-06-13,S023,食堂,16.60,校园卡
2026-06-13,S054,食堂,8.63,微信
2026-06-13,S054,水果店,28.49,校园卡
2026-06-13,S084,打印复印,4.64,校园卡
2026-06-13,S061,超市,32.06,微信
2026-06-13,S016,食堂,11.71,微信
2026-06-13,S054,超市,59.83,微信
2026-06-13,S051,体育健身,65.49,支付宝
2026-06-14,S107,超市,31.61,校园卡
2026-06-14,S011,图书文具,21.44,校园卡
2026-06-14,S101,饮料,2.93,微信
2026-06-14,S040,图书文具,50.14,微信
2026-06-14,S093,体育健身,37.29,微信
2026-06-14,S023,校园交通,1.00,支付宝
2026-06-14,S022,图书文具,46.61,校园卡
2026-06-14,S012,超市,41.06,校园卡
2026-06-14,S040,水果店,5.26,微信
2026-06-14,S047,超市,24.25,微信
2026-06-14,S099,超市,47.11,微信
2026-06-15,S008,水果店,27.71,支付宝
2026-06-15,S036,食堂,17.07,校园卡
2026-06-15,S090,食堂,19.56,校园卡
2026-06-15,S089,图书文具,29.32,校园卡
2026-06-15,S013,食堂,6.80,微信
2026-06-15,S054,食堂,18.66,校园卡
2026-06-15,S022,水果店,22.72,校园卡
2026-06-15,S035,超市,17.72,微信
2026-06-15,S036,食堂,26.96,校园卡
2026-06-15,S064,水果店,22.73,微信
2026-06-15,S002,饮料,8.75,校园卡
2026-06-15,S100,超市,48.97,校园卡
2026-06-15,S010,超市,12.70,微信
2026-06-15,S104,食堂,16.11,校园卡
2026-06-15,S107,水果店,20.34,银行卡
2026-06-15,S003,校园交通,4.53,微信
2026-06-15,S068,打印复印,9.36,微信
2026-06-15,S049,打印复印,0.50,校园卡
2026-06-15,S035,食堂,24.85,支付宝
2026-06-16,S029,食堂,15.38,校园卡
2026-06-16,S089,饮料,10.32,校园卡
2026-06-16,S026,打印复印,9.89,微信
2026-06-16,S041,饮料,3.65,支付宝
2026-06-16,S107,食堂,5.35,微信
2026-06-16,S096,校园交通,2.11,校园卡
2026-06-16,S017,超市,63.99,微信
2026-06-16,S090,食堂,17.94,微信
2026-06-16,S109,食堂,15.46,校园卡
2026-06-16,S009,水果店,19.31,微信
2026-06-16,S033,食堂,6.16,银行卡
2026-06-16,S035,食堂,10.43,校园卡
2026-06-16,S099,水果店,18.33,支付宝
2026-06-16,S086,食堂,15.16,微信
2026-06-16,S016,饮料,8.89,支付宝
2026-06-16,S032,食堂,23.18,支付宝
2026-06-16,S026,水果店,22.46,支付宝
2026-06-16,S047,打印复印,13.68,校园卡
2026-06-16,S033,食堂,11.85,支付宝
2026-06-16,S060,超市,41.92,支付宝
2026-06-16,S038,体育健身,37.53,支付宝
2026-06-16,S037,校园交通,1.48,校园卡
2026-06-17,S047,超市,72.05,支付宝
2026-06-17,S093,水果店,15.54,校园卡
2026-06-17,S097,食堂,5.00,校园卡
2026-06-17,S003,饮料,14.24,微信
2026-06-17,S021,校园交通,3.17,校园卡
2026-06-17,S120,水果店,17.61,微信
2026-06-17,S077,图书文具,14.33,支付宝
2026-06-17,S021,打印复印,0.69,校园卡
2026-06-17,S002,食堂,28.88,银行卡
2026-06-17,S064,超市,26.63,银行卡
2026-06-17,S055,饮料,7.02,校园卡
2026-06-17,S102,超市,38.75,微信
2026-06-17,S039,食堂,17.13,微信
2026-06-17,S109,打印复印,6.20,微信
2026-06-17,S070,图书文具,47.47,支付宝
2026-06-17,S023,超市,44.38,校园卡
2026-06-17,S035,校园交通,1.63,支付宝
2026-06-17,S005,打印复印,2.68,校园卡
2026-06-17,S088,食堂,13.93,支付宝
2026-06-18,S007,校园交通,2.39,微信
2026-06-18,S072,水果店,31.47,校园卡
2026-06-18,S050,校园交通,3.34,校园卡
2026-06-18,S078,食堂,15.58,支付宝
2026-06-18,S005,饮料,5.77,支付宝
2026-06-18,S047,水果店,23.41,支付宝
2026-06-18,S043,饮料,8.38,支付宝
2026-06-18,S086,图书文具,22.36,银行卡
2026-06-18,S071,超市,49.02,微信
2026-06-18,S065,超市,11.65,支付宝
2026-06-18,S111,饮料,11.61,支付宝
2026-06-18,S043,图书文具,14.77,支付宝
2026-06-18,S010,食堂,8.95,校园卡
2026-06-18,S062,超市,41.68,支付宝
2026-06-18,S003,打印复印,7.37,微信
2026-06-18,S016,超市,32.36,微信
2026-06-18,S099,超市,75.98,校园卡
2026-06-18,S004,食堂,14.91,微信
2026-06-18,S007,食堂,22.85,微信
2026-06-18,S111,食堂,8.80,校园卡
2026-06-19,S087,打印复印,12.20,支付宝
2026-06-19,S008,饮料,12.24,支付宝
2026-06-19,S011,图书文具,13.20,校园卡
2026-06-19,S107,食堂,10.86,微信
2026-06-19,S076,校园交通,3.41,微信
2026-06-19,S088,食堂,9.10,校园卡
2026-06-19,S057,食堂,14.43,微信
2026-06-19,S092,打印复印,10.37,微信
2026-06-19,S042,饮料,6.86,银行卡
2026-06-19,S008,校园交通,3.51,支付宝
2026-06-19,S091,食堂,22.63,微信
2026-06-19,S049,食堂,12.65,校园卡
2026-06-19,S010,打印复印,0.74,校园卡
2026-06-19,S026,水果店,15.53,支付宝
2026-06-19,S095,食堂,18.13,微信
2026-06-19,S113,校园交通,2.53,校园卡
2026-06-19,S046,食堂,24.12,微信
2026-06-19,S080,食堂,14.90,校园卡
2026-06-19,S090,饮料,7.80,微信
2026-06-19,S003,食堂,13.71,支付宝
2026-06-19,S071,图书文具,3.00,支付宝
2026-06-19,S086,水果店,23.83,校园卡
2026-06-20,S069,食堂,17.07,校园卡
2026-06-20,S053,超市,22.30,微信
2026-06-20,S086,食堂,23.53,微信
2026-06-20,S003,校园交通,4.26,校园卡
2026-06-20,S026,水果店,22.51,微信
2026-06-20,S053,水果店,10.49,微信
2026-06-20,S118,水果店,16.28,微信
2026-06-20,S108,超市,15.62,校园卡
2026-06-20,S016,超市,52.11,校园卡
2026-06-20,S027,图书文具,36.88,支付宝
2026-06-20,S094,食堂,13.74,微信
2026-06-21,S097,食堂,16.80,微信
2026-06-21,S008,超市,71.43,支付宝
2026-06-21,S024,图书文具,33.15,校园卡
2026-06-21,S099,饮料,5.43,校园卡
2026-06-21,S020,食堂,13.87,微信
2026-06-21,S020,超市,41.02,微信
2026-06-21,S013,食堂,5.00,支付宝
2026-06-21,S079,食堂,20.91,校园卡
2026-06-21,S008,食堂,20.95,微信
2026-06-21,S101,超市,25.57,支付宝
2026-06-21,S027,体育健身,52.03,微信
2026-06-22,S074,食堂,13.46,支付宝
2026-06-22,S107,超市,14.52,微信
2026-06-22,S007,食堂,11.75,微信
2026-06-22,S059,图书文具,6.13,支付宝
2026-06-22,S081,打印复印,1.88,微信
2026-06-22,S103,校园交通,3.82,校园卡
2026-06-22,S054,食堂,12.39,微信
2026-06-22,S039,饮料,3.81,银行卡
2026-06-22,S110,校园交通,3.16,微信
2026-06-22,S086,校园交通,1.00,微信
2026-06-22,S001,打印复印,4.85,微信
2026-06-22,S060,超市,38.40,支付宝
2026-06-22,S038,图书文具,7.94,支付宝
2026-06-22,S062,食堂,10.19,微信
2026-06-22,S016,超市,8.32,支付宝
2026-06-22,S103,打印复印,0.50,微信
2026-06-22,S011,图书文具,33.42,银行卡
2026-06-22,S112,饮料,4.72,校园卡
2026-06-22,S099,食堂,27.05,微信
2026-06-23,S071,图书文具,36.39,微信
2026-06-23,S104,超市,40.87,微信
2026-06-23,S077,食堂,14.03,支付宝
2026-06-23,S103,水果店,30.22,支付宝
2026-06-23,S110,食堂,17.58,微信
2026-06-23,S037,食堂,9.45,微信
2026-06-23,S091,水果店,19.84,银行卡
2026-06-23,S064,水果店,26.25,银行卡
2026-06-23,S042,食堂,20.65,微信
2026-06-23,S023,打印复印,0.50,支付宝
2026-06-23,S093,食堂,30.58,校园卡
2026-06-23,S055,打印复印,4.11,支付宝
2026-06-23,S052,饮料,5.44,校园卡
2026-06-23,S107,图书文具,48.50,微信
2026-06-23,S059,超市,36.62,银行卡
2026-06-23,S075,食堂,12.78,支付宝
2026-06-23,S017,超市,39.25,微信
2026-06-23,S095,食堂,13.84,微信
2026-06-23,S069,超市,39.95,支付宝
2026-06-23,S101,超市,46.47,银行卡
2026-06-24,S033,超市,40.56,校园卡
2026-06-24,S089,食堂,22.04,校园卡
2026-06-24,S119,食堂,19.03,校园卡
2026-06-24,S118,打印复印,6.22,微信
2026-06-24,S072,食堂,5.00,微信
2026-06-24,S074,图书文具,10.21,支付宝
2026-06-24,S012,打印复印,5.76,微信
2026-06-24,S068,饮料,7.73,微信
2026-06-24,S092,水果店,41.29,微信
